;tipoequipamento;modelo;cidade;estabelecimento;custo_km;ml_good_or_bad;recomend_replacement;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
84;AUTOMOVEL;GOL 1.6 MB5;São Luís;L S COMERCIO E SERVICOS LTDA;0.52;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
85;AUTOMOVEL;UNO;Paço do Lumiar;L S COMERCIO E SERVICOS LTDA;0.51;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
86;AUTOMOVEL;VOYAGE;São Luís;L S COMERCIO E SERVICOS LTDA;0.66;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
87;AUTOMÓVEL;SPIN 1.8 L AT PREMIER;São Luís;P LIMA COMBUSTIVEIS LTDA;0.71;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
88;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;Salvador;J E J COMBUSTIVEIS LTDA;0.54;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
89;EQUIPAMENTO;BANDEIRANTE;Medeiros Neto;COMERCIO DE COMBUSTIVEIS PENIEL LTDA - ME;0.85;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
90;LEVE;XRE 300/ 300 ABS;SALVADOR;POSTO LG COMERCIO E SERVICO LTDA;0.18;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
91;AUTOMÓVEL;GOL;SALVADOR;SRS COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
92;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;SALVADOR;POSTO KALILANDIA LTDA;0.64;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
93;AUTOMÓVEL;ARGO;Caruaru;NUNES COMERCIO VAREJISTA DE DERIVADOS DO PETROLEO;0.39;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
94;MOTOCICLETA;NXR 160 BROS ESDD;SALVADOR;POSTO KALILANDIA LTDA;0.18;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
95;AUTOMÓVEL;PALIO;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
96;EQUIPAMENTO;31-320 E Constellation 6x4 3-Eixos 2p (d;Nova Venécia;ALTOE REVENDEDORA DE COMBUSTÍVEIS LTDA;1.4;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
97;AUTOMÓVEL;DUSTER;Olinda;POSTO CAPRI COMERCIO DE PETROLEO LTDA;0.9;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
98;EQUIPAMENTO;Argo 1.0 Firefly (Flex);Montes Claros;POSTO ALJIG LTDA;0.49;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
99;AUTOMÓVEL;DUSTER;Petrolina;DELTA COMERCIO DE DERIVADOS DE PETROLEO LTDA EPP;0.9;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
100;PICKUP LEVE;SPIN 1.8 L AT PREMIER;SALVADOR;POSTO 29 DE MARCO DERIVADOS DE PETROLEO LTDA;0.82;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
101;AUTOMÓVEL;SPIN 1.8 L;Olinda;POSTO CAPRI COMERCIO DE PETROLEO LTDA;0.62;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
102;VEÍCULO LEVE;PALIO;Salvador;POSTO ESCOLA SALVADOR LTDA;0.38;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
103;AUTOMÓVEL;DUSTER;Recife;Rofera Combustiveis LTDA;0.74;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
104;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 2p;Salvador;BRAGA POSTOS E SERVICOS LTDA;0.53;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
105;VEÍCULO;XRE 300;Recife;ALENCAR E CAVALCANTI COMBUSTIVEIS LTDA;0.26;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
106;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;Salvador;AUTO POSTO CENTENARIO COM. COMBUSTIVEIS SERV LTDA;0.42;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
107;VEÍCULO;DUSTER;Recife;Rofera Combustiveis LTDA;0.93;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
108;CARRO;MOBI;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA;0.7;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
109;AUTOMÓVEL;PALIO;São Paulo;POSTO SERV. AUTOM. COM. COMBUSTIVEL CABERNET LTDA;0.4;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
110;CAMINHONETE;S10;Petrolândia;POSTO RICAL LTDA;0.91;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
111;CAMINHONETE;HILUX;Amélia Rodrigues;MAXDIESEL DERIVADOS DE PETROLEO LTDA;0.59;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
112;CAMINHONETE;S10;São Luís;P LIMA COMBUSTIVEIS LTDA;1.0;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
113;CAMINHONETE;RANGER;BARREIRINHAS;SEBITE COMERCIO DE DERIVADOS DE PETROLEO LTDA;1.06;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
114;CAMINHONETE;L200 TRITON;São Luís;L S COMERCIO E SERVICOS LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
115;ONIBUS;MARCOPOLO VOLARE W80N;SANTO AMARO;AGB DERIVADOS DE PETROLEO LTDA;1.64;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
116;CAMINHONETE;S10;Tarauacá;F. L. J. EMPREENDIMENTOS LTDA;0.83;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
117;PICKUP;HILUX;Entre Rios;COMERCIO DE COMBUSTIVEIS E LUBRIFICAANTES TELES;0.64;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
118;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.;RECIFE;SERVICAR S/A;0.87;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
119;CAMINHONETE;L200;Bacabeira;AGUIAR PETROLEO E LOCACOES LTDA;0.7;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
120;CAMINHONETE;S10 2.8 4X4;PETROLINA;Posto Horizonte LTDA - EPP;1.05;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
121;AUTOMOVEL;KANGOO;Londrina;FULIA- COM. DE COMBUSTIVEIS EIRELI ME;0.66;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
122;CAMINHONETE;S10 2.8 4X4;Rio Branco;A & S DERIVADO DE PETROLEO EIRELI;0.8;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
123;AUTOMÓVEL;UNO MILLE EX;João Pessoa;AUTOMIX COM DE COMB LTDA;0.49;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
124;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.;CATENDE;LPG DA SILVA COMBUISTIVEL;0.66;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
125;VEÍCULO;L200;Vitória da Conquista;VITORIA PETRO DERIVADOS DE PETROLEO LTDA;0.72;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
126;AMBULÂNCIA;MASTER;Mossoró;BOM PASTOR COMERCIO DE DERIVADOS DE PETROLEO EIREL;0.84;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
127;AUTOMOVEL;SPIN 1.8 L AT PREMIER;Jaboatão dos Guararapes;ALBUQUERQUE PNEUS LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
128;AUTOMÓVEL;Virtus 1.6 MSI (Flex);Recife;SERVICAR S/A;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
129;AMBULÂNCIA;Sprinter 415 VAN Standard T.B. 2.2 Dies.;Mossoró;BOM PASTOR COMERCIO DE DERIVADOS DE PETROLEO EIREL;0.7;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
130;CAMINHONETE;HILUX CD L0WM4FD;Jaboatão dos Guararapes;VILA ESPERANÇA COM DE COMB LTDA;0.67;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
131;AUTOMOVEL;HILUX 4CDL DX;São Luís;L S COMERCIO E SERVICOS LTDA;0.81;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
132;AUTOMÓVEL;Voyage L/LS/Plus/GLS/S/Sport/Super L.Ang;PONTA GROSSA;POSTO PELANDA COMBUSTIVEIS LTDA;0.5;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
133;CAMINHONETE;L200 4X4;São Luís;L S COMERCIO E SERVICOS LTDA;0.76;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
134;CAMINHONETE;SAVEIRO 1.6;Simões Filho;LCL COMERCIO DE COMBUSTIVEIS E SERVIÇOS LTDA;0.55;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
135;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel;Montanha;SERVICENTRO OLIVEIRA RIOS LTDA;0.77;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
136;AUTOMÓVEL;Gol 1.0;RECIFE;C ALBUQUERQUE COM DE COMBUSTIVEIS LTDA;0.52;bad;yes;0;1;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
137;CAMINHONETE;HILUX;Ouricuri;POSTO ASA BRANCA 3 LTDA - ME;0.73;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
138;AUTOMÓVEL;PALIO WAY;Santo Antônio de Jesus;abAUTO POSTO DE COMBUSTIVEL SAO PAULO LTDA;0.57;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
139;CAMINHONETE;S10 2.8 4X4;PETROLINA;Posto Horizonte LTDA - EPP;0.76;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
140;AUTOMÓVEL;Mobi Like;São Luís;LIMA COMERCIAL DE COMBUSTIVEIS LTDA;0.6;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
141;CAMINHONETE;L200;Rio Branco;AUTO POSTO VIA VERDE LTDA;0.84;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
142;CAMINHÃO SEMIPESADO;CARGO 2623 6X4;Joinville;AUTO POSTO HEMEROCALLIS LTDA;0.51;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
143;VEÍCULO;STRADA ENDURENCE CD;Amargosa;AUTO POSTO SAPÉ;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
144;CARRO;Mobi Like;Rio de Janeiro;POSTO DE GASOLINA BOUGAINVILLE LTDA;0.39;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
145;CAMINHONETE;L200;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
146;AUTOMÓVEL;ONIX;SALVADOR;GRL ORG REVENDEDORA DE COMB.LUBRIFICANTES LTDA;0.41;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
147;PICKUP LEVE;S10 LS DD4;Salvador;POSTO DE COMBUSTIVEL LTDA EPP;0.75;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
148;AUTOMÓVEL;ARGO;Vitória de Santo Antão;SILVA & ROCHA COMBUSTIVEIS LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
149;VEÍCULO;LOGAN;SALVADOR;JSM COMBUSTIVEIS LTDA;0.38;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
150;AUTOMÓVEL;MOBI;Recife;POSTO SOPHIA LTDA;0.54;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
151;AUTOMOVEL;KA;Eunápolis;AUTO POSTO CABRAL LTDA;0.48;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
152;AUTOMÓVEL;POLO;Recife;ALENCAR E CAVALCANTI COMBUSTIVEIS LTDA;0.68;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
153;AUTOMÓVEL;SPIN 1.8 L AT PREMIER;Olinda;POSTO CAPRI COMERCIO DE PETROLEO LTDA;0.54;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
154;AUTOMÓVEL;POLO;Recife;POSTO FIJI COMERCIO DE COMBUSTIVEIS LTDA;0.65;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
155;CAMINHONETE;FRONTIER;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
156;AUTOMÓVEL;POLO;Recife;AUTOPOSTO CAXANGA COMERCIO COMBUSTIVEIS E LUBRIFICANTES LTDA;0.68;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
157;VEÍCULO LEVE;UNO WAY 1.0 EVO Fire Flex 8V 2p;Serra Talhada;ANA C DE ARAUJO ANDRADA COMBUSTIVEIS;0.59;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
158;LEVE;Corolla XEi 2.0 Flex 16V Aut.;Salvador;POSTO INDEPENDENCIA DE LUBRIF. LTDA;0.53;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
159;AUTOMOVEL;ARGO;Arcoverde;L C F COMBUSTIVEIS LTDA;0.57;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
160;LEVE;Corolla GLi 1.8 Flex 16V Aut.;Salvador;POSTO INDEPENDENCIA DE LUBRIF. LTDA;0.53;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
161;CAMIONETA USO MISTO;DUSTER;Salgueiro;VERDEJANTE COMERCIAL LTDA;0.8;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
162;AUTOMÓVEL;POLO;Recife;POSTO MODELO LTDA;0.66;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
163;SUV;2008 ALLURE EAT6;PETROLINA;Posto Horizonte LTDA - EPP;0.73;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
164;AUTOMÓVEL;DUSTER;Petrolina;DELTA COMERCIO DE DERIVADOS DE PETROLEO LTDA EPP;0.9;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
165;UTILITÁRIO;NOVA SAVEIRO RB MBVS;Marabá;POSTO MAGAZINE LTDA;0.72;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
166;AUTOMÓVEL;Tracker;Caruaru;NUNES COMERCIO VAREJISTA DE DERIVADOS DO PETROLEO;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
167;CAMINHONETE;S10;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
168;VEÍCULO;XRE 300;Recife;SERVICAR S/A;0.24;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
