;nota_fiscal_id;status;nome_serv;valor;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
4149;;VALIDO;Diesel S10;278.45;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4150;;VALIDO;Diesel S10;113.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4151;;VALIDO;Gasolina;200.67;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4152;;VALIDO;Gasolina;205.5;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4153;;VALIDO;Gasolina;251.2;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4154;;VALIDO;Gasolina;201.01;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4155;;VALIDO;Diesel S10;390.07;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4156;;VALIDO;Diesel S10;355.41;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4157;;VALIDO;Diesel S10;340.83;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4158;;VALIDO;Diesel S10;98.27;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4159;;VALIDO;Diesel S10;266.96;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4160;;VALIDO;Diesel S10;287.75;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4161;;VALIDO;Diesel S10;199.65;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4162;;VALIDO;Gasolina;31.29;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4163;;VALIDO;Diesel S10;320.05;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4164;;VALIDO;Diesel S10;227.2;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4165;;VALIDO;Gasolina;267.84;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4166;;VALIDO;Gasolina;66.89;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4167;;VALIDO;Gasolina;169.75;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4168;;VALIDO;Diesel S10;2239.6;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4169;;VALIDO;Diesel S10;113.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4170;;VALIDO;Diesel S10;388.38;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4171;;VALIDO;Diesel S10;101.14;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4172;;VALIDO;Diesel S10;114.6;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4173;;VALIDO;Diesel S10;187.35;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4174;;VALIDO;Diesel S10;439.73;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4175;;VALIDO;Gasolina;197.4;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4176;;VALIDO;Diesel S10;351.15;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4177;;VALIDO;Gasolina;200.17;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4178;;VALIDO;Diesel S10;559.9;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4179;;VALIDO;Gasolina;135.4;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4180;;VALIDO;Gasolina;154.5;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4181;;VALIDO;Gasolina;201.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4182;;VALIDO;Diesel S10;352.58;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4183;;VALIDO;Gasolina;67.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4184;;VALIDO;Gasolina;329.5;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4185;;VALIDO;Gasolina;201.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4186;;VALIDO;Gasolina;193.8;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4187;;VALIDO;Diesel S10;202.3;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4188;;VALIDO;Diesel S10;219.64;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4189;;VALIDO;Diesel S10;279.98;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4190;;VALIDO;Diesel S10;338.53;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4191;;VALIDO;Gasolina;334.5;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4192;;VALIDO;Diesel S10;236.82;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4193;;VALIDO;Diesel S10;240.66;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4194;348733.0;VALIDO;Diesel S10;257.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-status;nome_serv
4195;;VALIDO;Etanol;132.16;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4196;;VALIDO;Diesel S10;329.46;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4197;;VALIDO;Gasolina;268.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4198;;VALIDO;Gasolina;133.78;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4199;;VALIDO;Gasolina;134.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4200;;VALIDO;Diesel S10;229.19;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4201;;VALIDO;Diesel;1352.05;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4202;;VALIDO;Diesel S10;279.95;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4203;;VALIDO;Gasolina;156.88;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4204;;VALIDO;Gasolina;134.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4205;;VALIDO;Gasolina;26.96;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4206;;VALIDO;Gasolina;324.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4207;;VALIDO;Diesel S10;227.2;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4208;;VALIDO;Diesel S10;284.5;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4209;;VALIDO;Diesel S10;343.85;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4210;;VALIDO;Diesel S10;260.94;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4211;;VALIDO;Diesel S10;279.95;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4212;;VALIDO;Gasolina;86.99;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4213;;VALIDO;Diesel S10;177.97;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4214;;VALIDO;Diesel S10;301.46;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4215;;VALIDO;Gasolina;196.75;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4216;;VALIDO;Gasolina;329.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4217;;VALIDO;Diesel S10;220.8;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4218;;VALIDO;Gasolina;157.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4219;;VALIDO;Diesel S10;204.44;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4220;;VALIDO;Gasolina;268.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4221;;VALIDO;Diesel S10;353.22;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4222;;VALIDO;Gasolina;203.7;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4223;;VALIDO;Gasolina;203.7;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4224;;VALIDO;Gasolina;43.94;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4225;;VALIDO;Gasolina;183.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4226;;VALIDO;Diesel S10;460.11;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4227;;VALIDO;Diesel S10;305.1;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4228;;VALIDO;Diesel S10;230.56;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4229;;VALIDO;Diesel S10;230.25;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4230;;VALIDO;Diesel S10;812.2;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4231;;VALIDO;Diesel S10;190.05;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4232;;VALIDO;Diesel S10;264.58;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4233;;VALIDO;Diesel S10;323.91;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4234;;VALIDO;Diesel S10;230.99;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4235;;VALIDO;Gasolina;171.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4236;;VALIDO;Diesel S10;263.85;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4237;;VALIDO;Gasolina;29.99;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4238;;VALIDO;Gasolina;185.43;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4239;;VALIDO;Gasolina;66.89;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4240;;VALIDO;Diesel S10;80.22;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4241;;VALIDO;Gasolina;63.38;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4242;339717.0;VALIDO;Diesel S10;302.15;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-status;nome_serv
4243;;VALIDO;Diesel S10;296.72;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4244;;VALIDO;Gasolina;154.75;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4245;;VALIDO;Diesel S10;110.4;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4246;;VALIDO;Gasolina;201.01;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4247;;VALIDO;Gasolina;100.5;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4248;;VALIDO;Diesel S10;370.3;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4249;;VALIDO;Gasolina;49.07;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4250;;VALIDO;Gasolina;203.1;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4251;338423.0;VALIDO;Gasolina;200.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-status;nome_serv
4252;;VALIDO;Diesel S10;213.6;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4253;336242.0;VALIDO;Gasolina;200.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-status;nome_serv
4254;;VALIDO;Diesel S10;230.4;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4255;;VALIDO;Diesel S10;26.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4256;;VALIDO;Gasolina;203.1;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4257;;VALIDO;Diesel S10;301.95;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4258;;VALIDO;Diesel S10;461.67;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4259;;VALIDO;Diesel S10;229.2;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4260;;VALIDO;Diesel S10;167.97;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4261;;VALIDO;Diesel S10;229.2;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4262;;VALIDO;Gasolina;258.28;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4263;;VALIDO;Gasolina;65.8;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
